Id,Label,timeset,Cluster,pageranks
Klambothrips myopori,Klambothrips myopori,,0,0.000014
Paonias myops,Paonias myops,,0,0.000014
Acronicta lithospila,Acronicta lithospila,,0,0.000014
Solanum douglasii,Solanum douglasii,,0,0.000016
Atrytonopsis python,Atrytonopsis python,,0,0.000014
Exobasidium splendidum,Exobasidium splendidum,,0,0.000014
Euodynerus megaera,Euodynerus megaera,,0,0.000014
Macrosiphoniella absinthii,Macrosiphoniella absinthii,,0,0.000014
Acronicta morula,Acronicta morula,,0,0.000014
Enagria ovata,Enagria ovata,,0,0.000014
Montanoa tomentosa,Montanoa tomentosa,,0,0.000027
Pyrausta acrionalis,Pyrausta acrionalis,,0,0.000014
Acharia stimulea,Acharia stimulea,,0,0.000014
Planorbarius corneus,Planorbarius corneus,,0,0.000016
Colophina arctica,Colophina arctica,,723,0.000014
Clematis brevicaudata,Clematis brevicaudata,,723,0.000025
Dermestes typographus,Dermestes typographus,,0,0.000014
Conops strigatus,Conops strigatus,,0,0.000014
Asphondylia miki,Asphondylia miki,,0,0.000014
Aphis sambuci,Aphis sambuci,,0,0.000014
Phasia obesa,Phasia obesa,,0,0.000014
Latrodectus hesperus,Latrodectus hesperus,,0,0.000014
Tenodera angustipennis,Tenodera angustipennis,,0,0.000014
Ricania speculum,Ricania speculum,,0,0.000014
Arbutus andrachnoides,Arbutus andrachnoides,,0,0.000016
Taphrina polystichi,Taphrina polystichi,,0,0.000014
Polystichum acrostichoides,Polystichum acrostichoides,,0,0.000026
Ceanothus caeruleus,Ceanothus caeruleus,,0,0.000017
Hesperia colorado,Hesperia colorado,,0,0.000014
Agoseris apargioides,Agoseris apargioides,,0,0.000018
Curculio transversovittatus,Curculio transversovittatus,,0,0.000014
Erysiphe platani,Erysiphe platani,,0,0.000014
Stictocephala alta,Stictocephala alta,,0,0.000016
Quercus prinoides,Quercus prinoides,,0,0.00003
Eriothrix rufomaculata,Eriothrix rufomaculata,,0,0.000014
Cylindromyia bicolor,Cylindromyia bicolor,,0,0.000014
Pleioplectron hudsoni,Pleioplectron hudsoni,,724,0.000014
Favolaschia calocera,Favolaschia calocera,,724,0.000025
Kickxia elatine,Kickxia elatine,,0,0.000015
Semiothisa emersaria,Semiothisa emersaria,,0,0.000014
Aphis illinoisensis,Aphis illinoisensis,,0,0.000014
Aphis coreopsidis,Aphis coreopsidis,,0,0.000014
Ageratina altissima,Ageratina altissima,,0,0.000036
Trichodes apivorus,Trichodes apivorus,,725,0.000014
Merocoris typhaeus,Merocoris typhaeus,,725,0.000025
Cerastes cerastes,Cerastes cerastes,,0,0.000014
Falco biarmicus,Falco biarmicus,,0,0.000014
Oena capensis,Oena capensis,,0,0.000018
Contarinia tiliarum,Contarinia tiliarum,,0,0.000014
Packardia elegans,Packardia elegans,,0,0.000014
Polygonia interrogationis,Polygonia interrogationis,,0,0.000014
Tetrops praeustus,Tetrops praeustus,,0,0.000014
Oreana unicolorella,Oreana unicolorella,,0,0.000014
Agrilus sinuatus,Agrilus sinuatus,,0,0.000014
Trachyspora alchemillae,Trachyspora alchemillae,,726,0.000014
Alchemilla xanthochlora,Alchemilla xanthochlora,,726,0.000025
Indomegoura indica,Indomegoura indica,,727,0.000014
Hemerocallis fulva,Hemerocallis fulva,,727,0.000025
Aratinga chloroptera,Aratinga chloroptera,,0,0.000014
Pseudognaphalium beneolens,Pseudognaphalium beneolens,,0,0.000014
Hecatera dysodea,Hecatera dysodea,,0,0.000014
Cinara edulis,Cinara edulis,,0,0.000014
Melitaea athalia,Melitaea athalia,,728,0.000014
Knautia dipsacifolia,Knautia dipsacifolia,,728,0.000025
Contarinia nicolayi,Contarinia nicolayi,,0,0.000014
Erigeron annuus,Erigeron annuus,,0,0.000023
Pucciniastrum areolatum,Pucciniastrum areolatum,,0,0.000014
Melaphis rhois,Melaphis rhois,,0,0.000014
Liatris acidota,Liatris acidota,,0,0.00002
Pseudomasaris zonalis,Pseudomasaris zonalis,,729,0.000014
Phacelia hastata,Phacelia hastata,,729,0.000025
Isodontia exornata,Isodontia exornata,,0,0.000014
Myzinum frontalis,Myzinum frontalis,,0,0.000014
Ivesia kingii,Ivesia kingii,,0,0.000032
Andricus grossulariae,Andricus grossulariae,,0,0.000014
Galerella sanguinea,Galerella sanguinea,,0,0.000014
Hamamelistes spinosus,Hamamelistes spinosus,,0,0.000014
Acmaeodera mixta,Acmaeodera mixta,,0,0.000014
Analeptura lineola,Analeptura lineola,,0,0.000014
Zoraida albicans,Zoraida albicans,,730,0.000014
Persicaria thunbergii,Persicaria thunbergii,,730,0.000025
Euclea delphinii,Euclea delphinii,,0,0.000014
Aleurodaphis blumeae,Aleurodaphis blumeae,,731,0.000014
Carpesium abrotanoides,Carpesium abrotanoides,,731,0.000025
Ipomoea tricolor,Ipomoea tricolor,,0,0.00002
Platydemus manokwari,Platydemus manokwari,,732,0.000014
Zachrysia provisoria,Zachrysia provisoria,,732,0.000025
Copestylum sexmaculatum,Copestylum sexmaculatum,,0,0.000014
Acmaeodera latiflava,Acmaeodera latiflava,,0,0.000014
Allionia incarnata,Allionia incarnata,,0,0.000029
Pilosella aurantiaca,Pilosella aurantiaca,,0,0.000016
Opodiphthera eucalypti,Opodiphthera eucalypti,,0,0.000014
Zygogramma heterothecae,Zygogramma heterothecae,,0,0.000014
Argia tibialis,Argia tibialis,,0,0.000015
Aceria negundi,Aceria negundi,,0,0.000014
Pseudobombax ellipticum,Pseudobombax ellipticum,,0,0.000024
Gavia immer,Gavia immer,,1,0.000014
Lophocampa maculata,Lophocampa maculata,,0,0.000018
Thalictrum dasycarpum,Thalictrum dasycarpum,,0,0.000015
Aculops aenigma,Aculops aenigma,,0,0.000014
Jaapiella cirsiicola,Jaapiella cirsiicola,,0,0.000014
Aleurodicus dugesii,Aleurodicus dugesii,,0,0.000014
Rhodobaenus stigmaticus,Rhodobaenus stigmaticus,,0,0.000014
Cycnia tenera,Cycnia tenera,,0,0.000014
Attelabus nitens,Attelabus nitens,,0,0.000014
Andrion regensteinense,Andrion regensteinense,,0,0.000014
Strophosoma sus,Strophosoma sus,,0,0.000014
Hetaerina americana,Hetaerina americana,,0,0.000014
Monellia caryella,Monellia caryella,,0,0.000014
Lobaria oregana,Lobaria oregana,,0,0.00002
Rhopalomyia chrysothamni,Rhopalomyia chrysothamni,,0,0.000014
Diodaulus traili,Diodaulus traili,,0,0.000014
Tetramorium immigrans,Tetramorium immigrans,,0,0.000014
Eupeodes corollae,Eupeodes corollae,,0,0.000014
Elaeagnus reflexa,Elaeagnus reflexa,,0,0.000015
Brachystola magna,Brachystola magna,,733,0.000014
Ipomoea leptophylla,Ipomoea leptophylla,,733,0.000025
Madia gracilis,Madia gracilis,,0,0.000026
Lindingaspis rossi,Lindingaspis rossi,,0,0.000014
Orthezia urticae,Orthezia urticae,,0,0.000014
Cassytha paniculata,Cassytha paniculata,,192,0.000014
Kunzea robusta,Kunzea robusta,,192,0.000037
Dalea leporina,Dalea leporina,,0,0.000017
Phytomyza asterophaga,Phytomyza asterophaga,,0,0.000014
Rhopalomyia altaica,Rhopalomyia altaica,,0,0.000014
Artemisia scoparia,Artemisia scoparia,,0,0.000026
Grindelia ciliata,Grindelia ciliata,,0,0.000029
Tetraonyx frontalis,Tetraonyx frontalis,,734,0.000014
Tigridia pavonia,Tigridia pavonia,,734,0.000025
Scymnus suturalis,Scymnus suturalis,,0,0.000014
Batyle suturalis,Batyle suturalis,,0,0.000014
Centaurea stoebe,Centaurea stoebe,,0,0.000018
Sassacus barbipes,Sassacus barbipes,,0,0.000014
Aidemona azteca,Aidemona azteca,,0,0.000025
Xylosandrus amputatus,Xylosandrus amputatus,,0,0.000014
Townsendia texensis,Townsendia texensis,,0,0.00002
Xylosandrus crassiusculus,Xylosandrus crassiusculus,,0,0.000014
Cnestus mutilatus,Cnestus mutilatus,,0,0.000014
Lonicera morrowii,Lonicera morrowii,,0,0.000022
Psilostrophe tagetina,Psilostrophe tagetina,,0,0.000017
Contia tenuis,Contia tenuis,,0,0.000017
Rhynchium oculatum,Rhynchium oculatum,,0,0.000014
Xylocopa violacea,Xylocopa violacea,,0,0.000014
Uromenus brevicollis,Uromenus brevicollis,,0,0.000014
Ameles spallanzania,Ameles spallanzania,,0,0.000014
Braggia urovaneta,Braggia urovaneta,,0,0.000014
Scrobipalpa costella,Scrobipalpa costella,,0,0.000014
Peucetia longipalpis,Peucetia longipalpis,,0,0.000014
Lon zabulon,Lon zabulon,,0,0.000014
Reynoutria sachalinensis,Reynoutria sachalinensis,,0,0.000015
Physoderma calami,Physoderma calami,,0,0.000014
Lithobates palustris,Lithobates palustris,,0,0.000017
Cinara anelia,Cinara anelia,,0,0.000014
Streblus heterophyllus,Streblus heterophyllus,,85,0.000018
Contarinia sorbi,Contarinia sorbi,,0,0.000014
Fuchsia triphylla,Fuchsia triphylla,,0,0.000014
Plutella xylostella,Plutella xylostella,,0,0.000014
Cameraria caryaefoliella,Cameraria caryaefoliella,,0,0.000014
Mallophora fautrix,Mallophora fautrix,,0,0.000014
Orsilochides guttata,Orsilochides guttata,,0,0.000014
Dendrolimus pini,Dendrolimus pini,,0,0.000014
Coccinella magnifica,Coccinella magnifica,,0,0.000014
Paranapiacaba tricincta,Paranapiacaba tricincta,,0,0.000014
Cassida denticollis,Cassida denticollis,,0,0.000014
Drisina glutinosa,Drisina glutinosa,,0,0.000014
Dasineura fraxinea,Dasineura fraxinea,,0,0.000014
Elanus caeruleus,Elanus caeruleus,,0,0.000014
Parallelodiplosis galliperda,Parallelodiplosis galliperda,,0,0.000014
Lophomyrtus obcordata,Lophomyrtus obcordata,,0,0.000015
Combretum indicum,Combretum indicum,,0,0.000145
Tarsiger cyanurus,Tarsiger cyanurus,,0,0.000014
Aceria tuberculata,Aceria tuberculata,,0,0.000014
Contarinia aequalis,Contarinia aequalis,,0,0.000014
Senecio ovatus,Senecio ovatus,,0,0.000031
Eriophyes arianus,Eriophyes arianus,,0,0.000014
Gammarotettix bilobatus,Gammarotettix bilobatus,,0,0.000014
Rubus bifrons,Rubus bifrons,,0,0.000015
Ericameria laricifolia,Ericameria laricifolia,,0,0.000015
Scudderia mexicana,Scudderia mexicana,,0,0.000014
Phytoliriomyza tearohensis,Phytoliriomyza tearohensis,,0,0.000014
Merops apiaster,Merops apiaster,,0,0.000014
Veronicastrum virginicum,Veronicastrum virginicum,,0,0.000015
Malacothamnus jonesii,Malacothamnus jonesii,,0,0.000015
Sabulopteryx botanica,Sabulopteryx botanica,,735,0.000014
Teucrium parvifolium,Teucrium parvifolium,,735,0.000025
Parmotrema reticulatum,Parmotrema reticulatum,,0,0.000014
Abrostola tripartita,Abrostola tripartita,,0,0.000014
Heteropsylla texana,Heteropsylla texana,,736,0.000014
Euphorbia stictospora,Euphorbia stictospora,,736,0.000025
Asphaera lustrans,Asphaera lustrans,,0,0.000014
Uroleucon formosanum,Uroleucon formosanum,,0,0.000014
Lactuca indica,Lactuca indica,,0,0.000018
Euclea incisa,Euclea incisa,,0,0.000014
Aphyllon purpureum,Aphyllon purpureum,,0,0.000014
Celticecis spiniformis,Celticecis spiniformis,,0,0.000014
Synanthedon resplendens,Synanthedon resplendens,,0,0.000014
Melanaphis donacis,Melanaphis donacis,,0,0.000014
Arundo donax,Arundo donax,,0,0.000029
Enallagma carunculatum,Enallagma carunculatum,,0,0.000014
Asclepias brachystephana,Asclepias brachystephana,,0,0.000014
Lasius fuliginosus,Lasius fuliginosus,,0,0.000014
Lasiopodomys brandtii,Lasiopodomys brandtii,,1,0.000014
Lasioderma serricorne,Lasioderma serricorne,,0,0.000014
Graphis librata,Graphis librata,,737,0.000014
Dracophyllum lessonianum,Dracophyllum lessonianum,,737,0.000025
Frullania squarrosula,Frullania squarrosula,,0,0.000014
Andricus stropus,Andricus stropus,,0,0.000014
Corythaixoides concolor,Corythaixoides concolor,,0,0.000014
Halegrapha mucronata,Halegrapha mucronata,,738,0.000014
Epacris pauciflora,Epacris pauciflora,,738,0.000025
Tamalia coweni,Tamalia coweni,,0,0.000014
Brunnichia ovata,Brunnichia ovata,,0,0.000015
Elanoides forficatus,Elanoides forficatus,,0,0.000014
Myzus persicae,Myzus persicae,,0,0.000014
Orthotomicus laricis,Orthotomicus laricis,,0,0.000014
Dermestes chalcographus,Dermestes chalcographus,,0,0.000014
Dendroctonus micans,Dendroctonus micans,,0,0.000014
Chilocorus bipustulatus,Chilocorus bipustulatus,,0,0.000014
Crypturgus pusillus,Crypturgus pusillus,,0,0.000014
Cynegetis impunctata,Cynegetis impunctata,,0,0.000014
Hyperaspis campestris,Hyperaspis campestris,,0,0.000014
Clitostethus arcuatus,Clitostethus arcuatus,,0,0.000014
Megamerina dolium,Megamerina dolium,,0,0.000014
Cerambyx cerdo,Cerambyx cerdo,,0,0.000014
Dalea formosa,Dalea formosa,,0,0.000015
Spondylis buprestoides,Spondylis buprestoides,,0,0.000014
Contarinia pseudotsugae,Contarinia pseudotsugae,,0,0.000014
Eriophyes distinguendus,Eriophyes distinguendus,,0,0.000014
Lucilia illustris,Lucilia illustris,,0,0.000014
Ictinogomphus rapax,Ictinogomphus rapax,,0,0.000016
Spilostethus saxatilis,Spilostethus saxatilis,,0,0.000014
Euura viduata,Euura viduata,,0,0.000014
Pelliciera rhizophoreae,Pelliciera rhizophoreae,,0,0.000014
Aphis craccivora,Aphis craccivora,,0,0.000014
Cyclospermum leptophyllum,Cyclospermum leptophyllum,,0,0.000014
Macrosiphoniella millefolii,Macrosiphoniella millefolii,,0,0.000014
Paralabrax maculatofasciatus,Paralabrax maculatofasciatus,,1,0.000014
Andrena hattorfiana,Andrena hattorfiana,,0,0.000014
Cucullia laetifica,Cucullia laetifica,,0,0.000014
Machaeranthera tanacetifolia,Machaeranthera tanacetifolia,,0,0.000029
Veronica macrocarpa,Veronica macrocarpa,,0,0.000015
Acalymma trivittatum,Acalymma trivittatum,,0,0.000014
Lysimachia commixta,Lysimachia commixta,,0,0.000014
Dendroctonus terebrans,Dendroctonus terebrans,,0,0.000014
Inonotus rickii,Inonotus rickii,,0,0.000014
Lilium lancifolium,Lilium lancifolium,,0,0.000017
Melissodes comptoides,Melissodes comptoides,,0,0.000014
Jalysus wickhami,Jalysus wickhami,,0,0.000014
Palpada agrorum,Palpada agrorum,,0,0.000014
Epeolus lectoides,Epeolus lectoides,,0,0.000014
Pulmonaria officinalis,Pulmonaria officinalis,,0,0.000034
Mogulones pallidicornis,Mogulones pallidicornis,,0,0.000014
Auleutes epilobii,Auleutes epilobii,,0,0.000014
Microstrates ypsilon,Microstrates ypsilon,,0,0.000014
Anchylorhynchus trapezicollis,Anchylorhynchus trapezicollis,,0,0.000014
Betonica officinalis,Betonica officinalis,,0,0.000018
Neolasioptera vernoniae,Neolasioptera vernoniae,,739,0.000014
Vernonia baldwinii,Vernonia baldwinii,,739,0.000025
Paroaria dominicana,Paroaria dominicana,,0,0.000014
Megachile albitarsis,Megachile albitarsis,,0,0.000014
Gutenbergia cordifolia,Gutenbergia cordifolia,,0,0.000014
Pelophylax bedriagae,Pelophylax bedriagae,,0,0.000017
Xerotyphlops vermicularis,Xerotyphlops vermicularis,,0,0.000029
Norvellina chenopodii,Norvellina chenopodii,,0,0.000014
Acmaeodera fenyesi,Acmaeodera fenyesi,,0,0.000014
Tarentola mauritanica,Tarentola mauritanica,,0,0.000026
Gnorimus nobilis,Gnorimus nobilis,,0,0.000014
Leptinotarsa haldemani,Leptinotarsa haldemani,,0,0.000014
Zygogramma conjuncta,Zygogramma conjuncta,,0,0.000014
Colpa octomaculata,Colpa octomaculata,,0,0.000014
Ditropis pteridis,Ditropis pteridis,,0,0.000014
Drepanepteryx phalaenoides,Drepanepteryx phalaenoides,,0,0.000014
Phymata crassipes,Phymata crassipes,,0,0.000014
Tmesipteris horomaka,Tmesipteris horomaka,,740,0.000014
Cyathea smithii,Cyathea smithii,,740,0.000025
Mayetiola moliniae,Mayetiola moliniae,,0,0.000014
Stenoderus suturalis,Stenoderus suturalis,,89,0.000014
Melaleuca huegelii,Melaleuca huegelii,,89,0.000049
Anthophora abrupta,Anthophora abrupta,,0,0.000014
Filipendula rubra,Filipendula rubra,,0,0.00002
Euphoria kernii,Euphoria kernii,,0,0.000014
Plectocephalus americanus,Plectocephalus americanus,,0,0.000021
Myristica fragrans,Myristica fragrans,,0,0.000021
Byturus ochraceus,Byturus ochraceus,,0,0.000014
Amblytropidia mysteca,Amblytropidia mysteca,,0,0.000015
Porina atrocoerulea,Porina atrocoerulea,,0,0.000014
Longitarsus kleiniiperda,Longitarsus kleiniiperda,,741,0.000014
Kleinia neriifolia,Kleinia neriifolia,,741,0.000025
Megalopyge opercularis,Megalopyge opercularis,,0,0.000014
Schizura leptinoides,Schizura leptinoides,,0,0.000014
Datana integerrima,Datana integerrima,,0,0.000014
Aspidoscelis flagellicauda,Aspidoscelis flagellicauda,,0,0.000018
Apion validum,Apion validum,,0,0.000014
Phacelia ramosissima,Phacelia ramosissima,,0,0.000014
Judolia sexspilota,Judolia sexspilota,,0,0.000014
Podosphaera filipendulae,Podosphaera filipendulae,,0,0.000014
Chrysochus cobaltinus,Chrysochus cobaltinus,,0,0.000014
Trifolium tomentosum,Trifolium tomentosum,,0,0.000016
Erodium botrys,Erodium botrys,,0,0.000017
Monophadnoides rubi,Monophadnoides rubi,,0,0.000014
Polystepha globosa,Polystepha globosa,,0,0.000014
Laphria thoracica,Laphria thoracica,,0,0.000014
Psoralea tenuiflora,Psoralea tenuiflora,,0,0.000026
Circus pygargus,Circus pygargus,,0,0.000016
Salvia uliginosa,Salvia uliginosa,,0,0.000015
Homalodisca vitripennis,Homalodisca vitripennis,,0,0.000015
Lucilia cuprina,Lucilia cuprina,,0,0.000014
Lytta biguttata,Lytta biguttata,,0,0.000014
Hymenopappus flavescens,Hymenopappus flavescens,,0,0.000041
Melochia tomentosa,Melochia tomentosa,,0,0.000026
Senegalia berlandieri,Senegalia berlandieri,,0,0.000015
Ormenaria rufifascia,Ormenaria rufifascia,,0,0.000014
Proboscidea louisianica,Proboscidea louisianica,,0,0.00002
Aphis verbasci,Aphis verbasci,,0,0.000014
Verbascum speciosum,Verbascum speciosum,,0,0.000018
Kunugia divaricata,Kunugia divaricata,,0,0.000014
Madarococcus totarae,Madarococcus totarae,,0,0.000014
Senegalia polyacantha,Senegalia polyacantha,,146,0.000035
Ixodes pacificus,Ixodes pacificus,,0,0.000014
Thamnophis radix,Thamnophis radix,,0,0.000014
Zygogramma bicolorata,Zygogramma bicolorata,,0,0.000014
Pauropsylla udei,Pauropsylla udei,,0,0.000014
Aphis viburni,Aphis viburni,,0,0.000014
Macrosiphoniella ludovicianae,Macrosiphoniella ludovicianae,,193,0.000014
Artemisia douglasiana,Artemisia douglasiana,,193,0.000037
Anthracoidea limosa,Anthracoidea limosa,,0,0.000014
Anthracoidea aspera,Anthracoidea aspera,,742,0.000014
Carex chordorrhiza,Carex chordorrhiza,,742,0.000025
Arctostaphylos glauca,Arctostaphylos glauca,,0,0.000058
Osmia montana,Osmia montana,,0,0.000014
Phragmites japonicus,Phragmites japonicus,,0,0.000018
Contarinia anthobia,Contarinia anthobia,,0,0.000014
Ponometia candefacta,Ponometia candefacta,,0,0.000014
Helichrysum petiolare,Helichrysum petiolare,,0,0.000014
Polypedilum braseniae,Polypedilum braseniae,,0,0.000014
Ganoderma zonatum,Ganoderma zonatum,,0,0.000014
Liriomyza brassicae,Liriomyza brassicae,,0,0.000014
Uroleucon rudbeckiae,Uroleucon rudbeckiae,,0,0.000014
Aechmophorus clarkii,Aechmophorus clarkii,,743,0.000014
Ambystoma mexicanum,Ambystoma mexicanum,,743,0.000025
Neoprociphilus aceris,Neoprociphilus aceris,,0,0.000014
Agapornis roseicollis,Agapornis roseicollis,,0,0.000014
Oecanthus argentinus,Oecanthus argentinus,,0,0.000014
Lipaphis pseudobrassicae,Lipaphis pseudobrassicae,,0,0.000014
Ophraella communa,Ophraella communa,,0,0.000014
Corythucha morrilli,Corythucha morrilli,,0,0.000014
Milvago chimachima,Milvago chimachima,,0,0.000014
Dipodomys ingens,Dipodomys ingens,,0,0.000014
Ardenna grisea,Ardenna grisea,,1,0.000014
Odontofroggatia galili,Odontofroggatia galili,,0,0.000014
Cuerna obesa,Cuerna obesa,,0,0.000014
Opuntia tortispina,Opuntia tortispina,,0,0.000035
Dasineura glechomae,Dasineura glechomae,,0,0.000014
Homoeosoma electella,Homoeosoma electella,,0,0.000014
Eupristina verticillata,Eupristina verticillata,,0,0.000014
Capraita circumdata,Capraita circumdata,,744,0.000014
Andersonglossum virginianum,Andersonglossum virginianum,,744,0.000025
Acanthosoma haemorrhoidale,Acanthosoma haemorrhoidale,,0,0.000014
Fixsenia pruni,Fixsenia pruni,,0,0.000014
Senecio flaccidus,Senecio flaccidus,,0,0.000014
Aphis viburniphila,Aphis viburniphila,,0,0.000014
Berberis aquifolium,Berberis aquifolium,,0,0.000014
Strophiona tigrina,Strophiona tigrina,,0,0.000014
Maladera insanabilis,Maladera insanabilis,,0,0.000014
Typocerus octonotatus,Typocerus octonotatus,,194,0.000014
Cirsium ochrocentrum,Cirsium ochrocentrum,,194,0.000037
Ips hoppingi,Ips hoppingi,,0,0.000014
Emilia sonchifolia,Emilia sonchifolia,,0,0.000016
Ratibida columnifera,Ratibida columnifera,,0,0.000066
Uresiphita maorialis,Uresiphita maorialis,,0,0.00002
Carex bicknellii,Carex bicknellii,,0,0.000026
Hohenbuehelia petaloides,Hohenbuehelia petaloides,,0,0.000016
Uromyces psoraleae,Uromyces psoraleae,,0,0.000014
Venezillo parvus,Venezillo parvus,,0,0.00002
Stropharia rugosoannulata,Stropharia rugosoannulata,,0,0.000016
Notocyphus dorsalis,Notocyphus dorsalis,,0,0.000014
Anthonomus pedicularius,Anthonomus pedicularius,,0,0.000014
Malacosoma californica,Malacosoma californica,,0,0.000014
Arion ater,Arion ater,,745,0.000014
Coprinellus micaceus,Coprinellus micaceus,,745,0.000025
Corythaixoides leucogaster,Corythaixoides leucogaster,,0,0.000014
Polytaenia texana,Polytaenia texana,,0,0.000014
Schizura unicornis,Schizura unicornis,,0,0.000014
Diplolepis polita,Diplolepis polita,,0,0.000014
Rosa gymnocarpa,Rosa gymnocarpa,,0,0.000021
Hypomyces lactifluorum,Hypomyces lactifluorum,,0,0.000016
Paropsisterna cloelia,Paropsisterna cloelia,,0,0.000014
Eucalyptus tricarpa,Eucalyptus tricarpa,,0,0.000017
Eucalyptus laevopinea,Eucalyptus laevopinea,,0,0.000017
Paropsis charybdis,Paropsis charybdis,,0,0.000014
Eucalyptus muelleriana,Eucalyptus muelleriana,,0,0.000023
Gammarotettix genitalis,Gammarotettix genitalis,,0,0.000014
Trachusa perdita,Trachusa perdita,,0,0.000014
Phacelia cicutaria,Phacelia cicutaria,,0,0.000033
Euglyptoneura minuta,Euglyptoneura minuta,,0,0.000014
Ceanothus crassifolius,Ceanothus crassifolius,,0,0.000028
Circus aeruginosus,Circus aeruginosus,,1,0.000014
Phoeniconaias minor,Phoeniconaias minor,,1,0.00002
Limacus flavus,Limacus flavus,,0,0.000014
Volvopluteus gloiocephalus,Volvopluteus gloiocephalus,,0,0.000031
Holcostethus sphacelatus,Holcostethus sphacelatus,,0,0.000014
Gonocerus juniperi,Gonocerus juniperi,,0,0.000014
Psylla buxi,Psylla buxi,,0,0.000014
Allium lacunosum,Allium lacunosum,,0,0.000015
Trichodes bibalteatus,Trichodes bibalteatus,,0,0.000014
Aphanostephus ramosissimus,Aphanostephus ramosissimus,,0,0.000038
Dysschema sacrifica,Dysschema sacrifica,,195,0.000014
Austroeupatorium inulifolium,Austroeupatorium inulifolium,,195,0.000037
Eucalyptus microcorys,Eucalyptus microcorys,,0,0.000055
Trioza magnoliae,Trioza magnoliae,,0,0.000014
Olearia paniculata,Olearia paniculata,,0,0.000031
Aphis sanguisorbae,Aphis sanguisorbae,,0,0.000014
Cryptotympana atrata,Cryptotympana atrata,,0,0.000014
Orthoclydon praefectata,Orthoclydon praefectata,,0,0.000014
Brachycaudus tragopogonis,Brachycaudus tragopogonis,,0,0.000014
Eucalyptus botryoides,Eucalyptus botryoides,,0,0.000034
Uraba lugens,Uraba lugens,,0,0.000014
Ptyas mucosa,Ptyas mucosa,,196,0.000014
Duttaphrynus melanostictus,Duttaphrynus melanostictus,,196,0.000037
Pseudogynoxys chenopodioides,Pseudogynoxys chenopodioides,,0,0.000016
Craspedolepta gutierreziae,Craspedolepta gutierreziae,,746,0.000014
Gutierrezia microcephala,Gutierrezia microcephala,,746,0.000025
Patagoniodes farinaria,Patagoniodes farinaria,,0,0.000014
Neofavolus alveolaris,Neofavolus alveolaris,,183,0.00002
Udea rubigalis,Udea rubigalis,,0,0.000014
Rudbeckia amplexicaulis,Rudbeckia amplexicaulis,,0,0.000017
Calidris virgata,Calidris virgata,,1,0.000014
Belenois calypso,Belenois calypso,,0,0.000014
Dioxyna picciola,Dioxyna picciola,,0,0.000014
Argentagrion ambiguum,Argentagrion ambiguum,,197,0.000014
Talipariti hastatum,Talipariti hastatum,,197,0.000037
Diabrotica speciosa,Diabrotica speciosa,,197,0.000014
Oxysarcodexia varia,Oxysarcodexia varia,,0,0.000014
Eudiagogus episcopalis,Eudiagogus episcopalis,,747,0.000014
Sesbania virgata,Sesbania virgata,,747,0.000025
Orthemis nodiplaga,Orthemis nodiplaga,,0,0.000014
Sarconesia chlorogaster,Sarconesia chlorogaster,,0,0.000014
Platycorypha erythrinae,Platycorypha erythrinae,,0,0.000014
Emesis russula,Emesis russula,,195,0.000014
Oligotrophus oleariae,Oligotrophus oleariae,,0,0.000014
Saturnia pavoniella,Saturnia pavoniella,,0,0.000014
Woodworthia maculata,Woodworthia maculata,,0,0.000018
Equus asinus,Equus asinus,,0,0.000016
Empoasca fabae,Empoasca fabae,,0,0.000014
Erythroneura caetra,Erythroneura caetra,,0,0.000014
Euphaea decorata,Euphaea decorata,,748,0.000014
Prodasineura autumnalis,Prodasineura autumnalis,,748,0.000025
Eupseudomorpha brillians,Eupseudomorpha brillians,,0,0.000014
Oenothera hartwegii,Oenothera hartwegii,,0,0.000028
Leptodialepis bipartitus,Leptodialepis bipartitus,,749,0.000014
Heteropoda venatoria,Heteropoda venatoria,,749,0.000025
Neuroterus tantulus,Neuroterus tantulus,,0,0.000014
Pantherophis vulpinus,Pantherophis vulpinus,,0,0.000014
Dasineura irregularis,Dasineura irregularis,,0,0.000014
Pinus sabiniana,Pinus sabiniana,,0,0.000025
Carpenteria californica,Carpenteria californica,,0,0.000015
Stiria rugifrons,Stiria rugifrons,,0,0.000014
Turnera subulata,Turnera subulata,,0,0.000014
Camissoniopsis cheiranthifolia,Camissoniopsis cheiranthifolia,,0,0.000014
Cucullia chamomillae,Cucullia chamomillae,,0,0.000014
Heterocampa astarte,Heterocampa astarte,,0,0.000014
Tachyerges salicis,Tachyerges salicis,,0,0.000014
Graphocephala confluens,Graphocephala confluens,,0,0.000014
Ganoderma brownii,Ganoderma brownii,,0,0.000017
Prophysaon dubium,Prophysaon dubium,,750,0.000014
Inocybe geophylla,Inocybe geophylla,,750,0.000025
Oncopeltus unifasciatellus,Oncopeltus unifasciatellus,,0,0.000014
Melissodes agilis,Melissodes agilis,,0,0.000014
Cortinarius trivialis,Cortinarius trivialis,,0,0.000016
Ophelimus eucalypti,Ophelimus eucalypti,,0,0.000014
Eucalyptus cinerea,Eucalyptus cinerea,,0,0.000054
Balanococcus cordylinidis,Balanococcus cordylinidis,,0,0.000014
Phylacteophaga froggatti,Phylacteophaga froggatti,,0,0.000014
Atalantia buxifolia,Atalantia buxifolia,,0,0.000014
Ariolimax californicus,Ariolimax californicus,,751,0.000014
Suillus fuscotomentosus,Suillus fuscotomentosus,,751,0.000025
